type,cap_shape,cap_color,odor,gill_attachment
poisonous,flat,brown,fishy,free
poisonous,flat,brown,spicy,free
poisonous,flat,red,fishy,free
poisonous,knobbed,red,foul,free
poisonous,flat,red,spicy,free
poisonous,flat,brown,spicy,free
edible,convex,brown,none,attached
poisonous,convex,brown,fishy,free
poisonous,knobbed,brown,fishy,free
poisonous,flat,brown,foul,free
poisonous,flat,brown,fishy,free
poisonous,convex,brown,fishy,free
poisonous,flat,brown,fishy,free
poisonous,flat,red,foul,free
poisonous,flat,red,fishy,free
poisonous,flat,brown,foul,free
poisonous,convex,red,foul,free
poisonous,convex,brown,spicy,free
poisonous,convex,red,fishy,free
poisonous,convex,red,spicy,free
poisonous,flat,red,foul,free
poisonous,convex,red,fishy,free
poisonous,knobbed,red,fishy,free
poisonous,convex,red,foul,free
poisonous,flat,brown,foul,free
poisonous,flat,brown,fishy,free
poisonous,convex,brown,foul,free
poisonous,knobbed,red,fishy,free
poisonous,convex,red,fishy,free
poisonous,flat,brown,spicy,free
poisonous,flat,red,spicy,free
poisonous,flat,brown,spicy,free
poisonous,flat,brown,spicy,free
poisonous,flat,red,fishy,free
poisonous,knobbed,brown,fishy,free
poisonous,flat,red,fishy,free
poisonous,flat,red,spicy,free
poisonous,flat,brown,foul,free
poisonous,convex,brown,fishy,free
poisonous,flat,brown,spicy,free
poisonous,flat,red,spicy,free
poisonous,convex,red,spicy,free
poisonous,flat,red,spicy,free
poisonous,convex,brown,spicy,free
poisonous,flat,brown,fishy,free
poisonous,flat,brown,spicy,free
poisonous,flat,red,fishy,free
edible,convex,gray,none,free
poisonous,knobbed,brown,fishy,free
poisonous,convex,red,spicy,free
poisonous,convex,brown,spicy,free
poisonous,convex,brown,spicy,free
poisonous,flat,red,spicy,free
poisonous,knobbed,brown,foul,free
poisonous,convex,red,foul,free
poisonous,convex,brown,spicy,free
poisonous,knobbed,brown,fishy,free
poisonous,convex,red,foul,free
poisonous,knobbed,brown,foul,free
poisonous,convex,brown,foul,free
poisonous,convex,red,foul,free
poisonous,flat,red,fishy,free
poisonous,flat,brown,spicy,free
poisonous,flat,brown,foul,free
poisonous,flat,red,fishy,free
poisonous,convex,red,spicy,free
poisonous,convex,red,foul,free
poisonous,flat,brown,spicy,free
poisonous,flat,red,spicy,free
poisonous,convex,brown,foul,free
poisonous,convex,red,spicy,free
poisonous,convex,red,fishy,free
poisonous,flat,red,foul,free
poisonous,convex,red,spicy,free
poisonous,convex,brown,fishy,free
poisonous,convex,red,spicy,free
poisonous,convex,red,fishy,free
poisonous,convex,brown,fishy,free
poisonous,convex,brown,spicy,free
poisonous,flat,red,fishy,free
poisonous,flat,red,foul,free
poisonous,convex,brown,spicy,free
poisonous,convex,red,foul,free
poisonous,flat,brown,spicy,free
poisonous,convex,brown,foul,free
poisonous,flat,red,fishy,free
poisonous,knobbed,brown,fishy,free
poisonous,convex,brown,fishy,free
poisonous,flat,brown,fishy,free
poisonous,knobbed,brown,fishy,free
poisonous,flat,red,spicy,free
poisonous,flat,brown,foul,free
poisonous,convex,red,fishy,free
poisonous,convex,brown,foul,free
poisonous,flat,brown,fishy,free
poisonous,flat,brown,spicy,free
poisonous,convex,red,fishy,free
poisonous,flat,brown,fishy,free
poisonous,convex,red,spicy,free
poisonous,flat,brown,fishy,free
poisonous,flat,red,spicy,free
poisonous,convex,red,foul,free
poisonous,flat,red,fishy,free
poisonous,knobbed,brown,spicy,free
poisonous,convex,red,foul,free
poisonous,convex,brown,foul,free
poisonous,flat,red,spicy,free
poisonous,flat,red,fishy,free
edible,bell,gray,none,free
poisonous,convex,brown,fishy,free
poisonous,knobbed,brown,spicy,free
edible,bell,brown,none,attached
poisonous,flat,brown,fishy,free
poisonous,flat,brown,spicy,free
poisonous,convex,red,spicy,free
poisonous,convex,red,spicy,free
poisonous,knobbed,cinnamon,musty,attached
poisonous,convex,red,spicy,free
poisonous,flat,brown,spicy,free
poisonous,convex,brown,fishy,free
poisonous,convex,red,spicy,free
poisonous,convex,red,foul,free
poisonous,flat,red,foul,free
poisonous,flat,brown,foul,free
poisonous,flat,brown,spicy,free
poisonous,flat,red,fishy,free
poisonous,convex,red,fishy,free
poisonous,flat,red,spicy,free
poisonous,flat,brown,fishy,free
poisonous,convex,red,foul,free
poisonous,flat,red,spicy,free
poisonous,flat,red,foul,free
poisonous,flat,red,foul,free
poisonous,convex,red,fishy,free
poisonous,convex,red,foul,free
poisonous,knobbed,red,spicy,free
poisonous,convex,red,foul,free
poisonous,convex,red,fishy,free
poisonous,convex,brown,fishy,free
poisonous,convex,brown,spicy,free
poisonous,flat,brown,fishy,free
poisonous,flat,brown,spicy,free
poisonous,convex,red,spicy,free
poisonous,knobbed,brown,foul,free
poisonous,flat,brown,fishy,free
poisonous,flat,brown,foul,free
poisonous,flat,red,fishy,free
poisonous,flat,red,spicy,free
poisonous,flat,brown,foul,free
poisonous,convex,red,fishy,free
poisonous,flat,brown,spicy,free
poisonous,flat,brown,spicy,free
poisonous,flat,red,foul,free
poisonous,convex,brown,fishy,free
poisonous,flat,red,foul,free
poisonous,knobbed,brown,fishy,free
poisonous,flat,brown,fishy,free
poisonous,flat,brown,foul,free
poisonous,flat,red,fishy,free
poisonous,convex,brown,foul,free
poisonous,flat,red,foul,free
poisonous,convex,red,foul,free
poisonous,flat,red,spicy,free
poisonous,convex,red,fishy,free
poisonous,flat,red,spicy,free
poisonous,flat,brown,foul,free
poisonous,convex,brown,fishy,free
poisonous,convex,red,spicy,free
poisonous,flat,red,spicy,free
poisonous,convex,red,foul,free
poisonous,convex,brown,spicy,free
poisonous,flat,red,foul,free
poisonous,convex,red,spicy,free
poisonous,convex,brown,fishy,free
poisonous,convex,red,spicy,free
poisonous,flat,red,fishy,free
poisonous,convex,red,spicy,free
poisonous,flat,brown,foul,free
poisonous,convex,red,foul,free
poisonous,convex,brown,spicy,free
poisonous,flat,red,fishy,free
poisonous,convex,red,spicy,free
poisonous,flat,brown,fishy,free
poisonous,convex,red,spicy,free
poisonous,flat,red,fishy,free
poisonous,convex,red,spicy,free
poisonous,knobbed,brown,fishy,free
poisonous,flat,brown,fishy,free
poisonous,convex,red,foul,free
poisonous,flat,brown,fishy,free
poisonous,convex,red,spicy,free
poisonous,flat,red,fishy,free
edible,convex,gray,none,free
poisonous,convex,red,fishy,free
poisonous,flat,brown,foul,free
poisonous,flat,brown,spicy,free
poisonous,convex,red,foul,free
poisonous,convex,red,fishy,free
poisonous,convex,red,spicy,free
poisonous,flat,red,fishy,free
edible,bell,gray,none,free
poisonous,flat,brown,spicy,free
poisonous,flat,red,foul,free
poisonous,flat,brown,spicy,free
poisonous,flat,brown,foul,free
poisonous,flat,brown,foul,free
poisonous,convex,red,spicy,free
poisonous,flat,brown,spicy,free
poisonous,convex,brown,fishy,free
poisonous,flat,red,foul,free
edible,knobbed,gray,none,free
edible,bell,brown,none,attached
poisonous,flat,brown,spicy,free
poisonous,convex,brown,spicy,free
poisonous,flat,brown,spicy,free
poisonous,flat,red,spicy,free
poisonous,flat,brown,fishy,free
poisonous,flat,brown,foul,free
poisonous,flat,red,fishy,free
poisonous,flat,red,foul,free
poisonous,flat,brown,spicy,free
poisonous,convex,red,fishy,free
edible,convex,white,none,free
poisonous,flat,brown,foul,free
poisonous,convex,red,fishy,free
poisonous,convex,brown,fishy,free
poisonous,convex,brown,fishy,free
poisonous,convex,brown,foul,free
poisonous,knobbed,brown,fishy,free
poisonous,flat,brown,fishy,free
poisonous,convex,red,fishy,free
poisonous,flat,brown,fishy,free
poisonous,flat,brown,foul,free
poisonous,convex,brown,spicy,free
poisonous,convex,brown,foul,free
poisonous,convex,red,spicy,free
poisonous,flat,red,foul,free
poisonous,flat,red,spicy,free
poisonous,flat,brown,foul,free
poisonous,convex,red,spicy,free
poisonous,flat,red,spicy,free
poisonous,flat,red,spicy,free
poisonous,flat,red,fishy,free
poisonous,convex,red,spicy,free
poisonous,flat,brown,foul,free
poisonous,flat,brown,foul,free
poisonous,flat,brown,fishy,free
poisonous,knobbed,red,foul,free
poisonous,flat,red,fishy,free
poisonous,convex,red,spicy,free
poisonous,convex,red,fishy,free
poisonous,flat,red,foul,free
poisonous,convex,red,spicy,free
poisonous,flat,red,foul,free
poisonous,flat,brown,fishy,free
poisonous,flat,red,fishy,free
poisonous,convex,red,spicy,free
poisonous,convex,red,fishy,free
poisonous,flat,red,foul,free
poisonous,flat,red,foul,free
poisonous,convex,red,foul,free
poisonous,flat,red,fishy,free
poisonous,flat,red,spicy,free
poisonous,flat,brown,fishy,free
poisonous,flat,red,foul,free
poisonous,flat,brown,spicy,free
poisonous,knobbed,red,foul,free
poisonous,flat,brown,fishy,free
poisonous,flat,brown,fishy,free
poisonous,flat,red,spicy,free
poisonous,flat,red,fishy,free
poisonous,convex,brown,fishy,free
poisonous,knobbed,brown,fishy,free
poisonous,convex,red,spicy,free
poisonous,convex,red,foul,free
edible,convex,gray,none,free
poisonous,knobbed,brown,fishy,free
poisonous,convex,brown,fishy,free
poisonous,flat,brown,spicy,free
poisonous,flat,brown,spicy,free
poisonous,convex,red,spicy,free
poisonous,flat,red,foul,free
poisonous,flat,red,foul,free
poisonous,flat,red,foul,free
poisonous,flat,brown,foul,free
poisonous,flat,red,foul,free
poisonous,convex,brown,foul,free
poisonous,flat,red,foul,free
poisonous,convex,red,spicy,free
poisonous,flat,red,fishy,free
poisonous,flat,red,foul,free
poisonous,knobbed,red,spicy,free
poisonous,flat,brown,spicy,free
poisonous,knobbed,red,spicy,free
poisonous,flat,red,fishy,free
poisonous,flat,red,spicy,free
poisonous,flat,red,foul,free
edible,bell,brown,none,attached
poisonous,convex,brown,foul,free
poisonous,flat,red,spicy,free
poisonous,flat,brown,spicy,free
poisonous,flat,red,foul,free
poisonous,flat,brown,foul,free
poisonous,knobbed,brown,musty,free
poisonous,convex,red,foul,free
poisonous,flat,red,spicy,free
poisonous,knobbed,brown,fishy,free
poisonous,flat,red,foul,free
edible,knobbed,white,none,free
poisonous,flat,brown,fishy,free
poisonous,flat,brown,fishy,free
poisonous,flat,brown,fishy,free
poisonous,flat,brown,spicy,free
poisonous,flat,brown,fishy,free
poisonous,flat,red,fishy,free
poisonous,convex,red,foul,free
poisonous,flat,brown,foul,free
poisonous,convex,brown,foul,free
poisonous,convex,red,foul,free
poisonous,convex,red,fishy,free
poisonous,flat,red,fishy,free
poisonous,convex,brown,fishy,free
poisonous,convex,red,spicy,free
poisonous,flat,brown,foul,free
poisonous,convex,brown,fishy,free
poisonous,flat,red,fishy,free
poisonous,convex,brown,foul,free
poisonous,flat,red,foul,free
poisonous,flat,red,foul,free
poisonous,flat,brown,foul,free
poisonous,flat,brown,fishy,free
poisonous,convex,red,foul,free
edible,knobbed,gray,none,free
poisonous,convex,red,fishy,free
poisonous,knobbed,brown,fishy,free
poisonous,knobbed,brown,spicy,free
poisonous,convex,red,spicy,free
poisonous,flat,red,foul,free
poisonous,flat,brown,spicy,free
poisonous,flat,red,spicy,free
poisonous,convex,red,foul,free
poisonous,flat,brown,spicy,free
poisonous,flat,red,spicy,free
poisonous,convex,brown,spicy,free
poisonous,convex,red,foul,free
poisonous,flat,red,fishy,free
poisonous,convex,brown,fishy,free
poisonous,flat,brown,foul,free
edible,convex,brown,none,attached
poisonous,knobbed,brown,fishy,free
poisonous,flat,brown,fishy,free
poisonous,knobbed,red,foul,free
edible,convex,cinnamon,none,free
edible,bell,brown,none,attached
edible,knobbed,gray,none,free
edible,convex,gray,none,free
poisonous,convex,brown,spicy,free
poisonous,knobbed,red,foul,free
edible,convex,brown,none,attached
poisonous,knobbed,red,spicy,free
poisonous,bell,yellow,none,free
poisonous,convex,red,foul,free
edible,bell,gray,none,free
poisonous,knobbed,red,foul,free
poisonous,knobbed,red,spicy,free
poisonous,flat,red,spicy,free
poisonous,flat,brown,fishy,free
poisonous,flat,red,spicy,free
edible,knobbed,gray,none,free
poisonous,knobbed,brown,spicy,free
poisonous,knobbed,red,fishy,free
poisonous,flat,red,foul,free
edible,bell,gray,none,free
poisonous,flat,brown,spicy,free
poisonous,flat,brown,fishy,free
edible,flat,brown,none,attached
edible,convex,pink,none,free
poisonous,flat,brown,fishy,free
poisonous,knobbed,red,fishy,free
poisonous,flat,brown,spicy,free
edible,bell,white,none,free
poisonous,convex,red,foul,free
poisonous,flat,red,fishy,free
poisonous,flat,red,fishy,free
poisonous,knobbed,brown,foul,free
edible,convex,white,none,free
edible,bell,white,none,free
poisonous,knobbed,red,fishy,free
poisonous,flat,brown,fishy,free
edible,flat,brown,none,free
poisonous,knobbed,brown,spicy,free
poisonous,knobbed,brown,fishy,free
poisonous,flat,brown,spicy,free
poisonous,flat,red,musty,attached
poisonous,convex,red,foul,free
poisonous,knobbed,red,spicy,free
poisonous,convex,brown,spicy,free
poisonous,knobbed,red,foul,free
poisonous,knobbed,brown,foul,free
poisonous,flat,red,foul,free
edible,convex,white,none,free
poisonous,knobbed,brown,spicy,free
poisonous,flat,brown,foul,free
poisonous,knobbed,red,fishy,free
poisonous,knobbed,red,spicy,free
poisonous,knobbed,brown,spicy,free
edible,knobbed,white,none,free
poisonous,knobbed,brown,foul,free
poisonous,knobbed,brown,spicy,free
poisonous,knobbed,brown,spicy,free
poisonous,knobbed,red,spicy,free
poisonous,convex,brown,fishy,free
poisonous,convex,red,spicy,free
poisonous,flat,red,fishy,free
poisonous,knobbed,brown,foul,free
edible,bell,brown,none,free
poisonous,flat,brown,foul,free
poisonous,knobbed,red,foul,free
edible,convex,brown,none,free
poisonous,flat,brown,foul,free
poisonous,knobbed,brown,fishy,free
poisonous,flat,brown,spicy,free
poisonous,convex,brown,spicy,free
edible,knobbed,white,none,free
poisonous,flat,red,foul,free
poisonous,convex,red,fishy,free
poisonous,convex,brown,foul,free
poisonous,flat,brown,foul,free
poisonous,knobbed,brown,fishy,free
poisonous,knobbed,red,foul,free
poisonous,knobbed,red,spicy,free
poisonous,convex,red,foul,free
edible,bell,brown,none,free
poisonous,knobbed,red,fishy,free
poisonous,convex,brown,foul,free
poisonous,convex,red,foul,free
poisonous,flat,red,spicy,free
edible,bell,brown,none,attached
edible,knobbed,gray,none,free
poisonous,knobbed,red,musty,free
poisonous,knobbed,red,fishy,free
poisonous,flat,red,fishy,free
edible,knobbed,brown,none,attached
poisonous,flat,red,spicy,free
poisonous,knobbed,red,spicy,free
edible,knobbed,white,none,free
edible,convex,gray,none,free
edible,knobbed,brown,none,attached
poisonous,knobbed,red,spicy,free
poisonous,knobbed,brown,spicy,free
poisonous,knobbed,red,spicy,free
edible,convex,white,none,free
edible,knobbed,white,none,free
edible,knobbed,white,none,free
poisonous,knobbed,red,foul,free
poisonous,convex,red,spicy,free
edible,knobbed,gray,none,free
edible,convex,white,none,free
poisonous,knobbed,red,foul,free
edible,bell,white,none,free
poisonous,knobbed,red,spicy,free
poisonous,flat,brown,foul,free
poisonous,flat,brown,foul,free
edible,knobbed,gray,none,free
edible,convex,white,none,free
poisonous,flat,red,fishy,free
poisonous,convex,red,foul,free
edible,convex,white,none,free
edible,knobbed,white,none,free
poisonous,flat,red,spicy,free
edible,flat,gray,none,free
poisonous,knobbed,red,fishy,free
poisonous,convex,brown,fishy,free
edible,knobbed,brown,none,attached
edible,convex,brown,none,attached
poisonous,knobbed,red,spicy,free
poisonous,convex,red,fishy,free
poisonous,convex,brown,spicy,free
poisonous,knobbed,red,fishy,free
poisonous,convex,brown,fishy,free
edible,knobbed,white,none,free
edible,knobbed,brown,none,attached
poisonous,knobbed,cinnamon,musty,free
edible,convex,gray,none,free
edible,convex,brown,none,attached
edible,convex,brown,none,attached
poisonous,knobbed,red,spicy,free
edible,knobbed,white,none,free
edible,convex,gray,none,free
edible,flat,brown,none,attached
poisonous,knobbed,brown,fishy,free
poisonous,knobbed,brown,spicy,free
poisonous,flat,brown,spicy,free
poisonous,flat,red,fishy,free
edible,knobbed,gray,none,free
poisonous,flat,red,spicy,free
poisonous,flat,brown,spicy,free
poisonous,knobbed,red,spicy,free
edible,knobbed,gray,none,free
edible,bell,brown,none,attached
poisonous,knobbed,brown,foul,free
poisonous,convex,brown,spicy,free
edible,bell,brown,none,attached
poisonous,knobbed,brown,fishy,free
poisonous,knobbed,brown,fishy,free
poisonous,knobbed,red,spicy,free
poisonous,flat,red,spicy,free
poisonous,convex,red,spicy,free
poisonous,convex,red,fishy,free
poisonous,convex,brown,spicy,free
poisonous,knobbed,brown,fishy,free
edible,convex,pink,none,free
poisonous,flat,red,fishy,free
poisonous,convex,brown,musty,attached
poisonous,knobbed,brown,foul,free
edible,knobbed,gray,none,free
poisonous,knobbed,brown,foul,free
poisonous,flat,brown,fishy,free
poisonous,knobbed,brown,spicy,free
poisonous,knobbed,red,fishy,free
poisonous,flat,red,foul,free
edible,flat,cinnamon,none,free
poisonous,flat,brown,foul,free
poisonous,knobbed,red,foul,free
poisonous,convex,red,fishy,free
poisonous,flat,red,fishy,free
poisonous,convex,brown,foul,free
edible,flat,brown,none,attached
poisonous,flat,red,spicy,free
poisonous,convex,red,spicy,free
poisonous,convex,red,foul,free
poisonous,convex,red,spicy,free
poisonous,knobbed,red,foul,free
poisonous,convex,red,fishy,free
edible,bell,gray,none,free
poisonous,knobbed,red,spicy,free
poisonous,knobbed,red,spicy,free
edible,knobbed,gray,none,free
edible,flat,brown,none,attached
poisonous,flat,brown,musty,free
poisonous,knobbed,red,spicy,free
poisonous,flat,brown,foul,free
poisonous,knobbed,brown,foul,free
poisonous,knobbed,red,fishy,free
poisonous,knobbed,brown,fishy,free
poisonous,knobbed,brown,fishy,free
edible,convex,gray,none,free
poisonous,knobbed,red,foul,free
poisonous,convex,cinnamon,musty,attached
poisonous,knobbed,red,spicy,free
poisonous,knobbed,red,spicy,free
edible,bell,white,none,free
poisonous,knobbed,brown,fishy,free
poisonous,convex,red,fishy,free
poisonous,flat,brown,foul,free
poisonous,flat,red,fishy,free
poisonous,knobbed,red,foul,free
poisonous,knobbed,red,foul,free
edible,bell,white,none,free
poisonous,knobbed,brown,musty,attached
poisonous,flat,red,fishy,free
poisonous,knobbed,brown,foul,free
poisonous,knobbed,brown,foul,free
poisonous,convex,red,spicy,free
edible,convex,gray,none,free
poisonous,flat,brown,fishy,free
poisonous,knobbed,red,fishy,free
edible,knobbed,white,none,free
poisonous,convex,brown,spicy,free
poisonous,knobbed,brown,fishy,free
poisonous,convex,red,spicy,free
edible,knobbed,white,none,free
poisonous,flat,brown,spicy,free
poisonous,knobbed,red,spicy,free
poisonous,knobbed,red,fishy,free
poisonous,flat,red,foul,free
edible,flat,brown,none,attached
poisonous,flat,brown,fishy,free
poisonous,knobbed,red,fishy,free
poisonous,knobbed,red,fishy,free
poisonous,knobbed,red,foul,free
edible,bell,brown,none,attached
edible,knobbed,gray,none,free
edible,convex,brown,none,attached
edible,convex,gray,none,free
poisonous,knobbed,red,fishy,free
poisonous,flat,red,foul,free
poisonous,knobbed,brown,spicy,free
poisonous,knobbed,brown,fishy,free
edible,bell,white,none,free
poisonous,flat,brown,spicy,free
edible,bell,gray,none,free
poisonous,convex,brown,foul,free
poisonous,convex,red,foul,free
poisonous,flat,cinnamon,musty,free
poisonous,flat,brown,spicy,free
poisonous,convex,red,spicy,free
poisonous,flat,brown,spicy,free
poisonous,flat,red,foul,free
poisonous,flat,red,foul,free
poisonous,convex,red,spicy,free
edible,knobbed,gray,none,free
poisonous,convex,red,fishy,free
poisonous,knobbed,brown,fishy,free
poisonous,knobbed,red,spicy,free
poisonous,convex,brown,fishy,free
edible,bell,gray,none,free
poisonous,convex,brown,spicy,free
poisonous,flat,red,spicy,free
poisonous,knobbed,brown,spicy,free
edible,bell,gray,none,free
poisonous,convex,brown,fishy,free
poisonous,flat,red,fishy,free
poisonous,flat,red,fishy,free
poisonous,flat,brown,musty,free
edible,bell,gray,none,free
poisonous,flat,red,foul,free
poisonous,knobbed,brown,foul,free
edible,knobbed,gray,none,free
poisonous,knobbed,brown,foul,free
poisonous,convex,red,spicy,free
edible,bell,brown,none,attached
poisonous,knobbed,brown,foul,free
poisonous,flat,brown,spicy,free
edible,convex,brown,none,attached
poisonous,knobbed,brown,foul,free
poisonous,knobbed,brown,foul,free
poisonous,knobbed,brown,spicy,free
poisonous,knobbed,brown,spicy,free
edible,flat,cinnamon,none,free
edible,flat,brown,none,attached
edible,bell,white,none,free
poisonous,knobbed,red,spicy,free
edible,bell,gray,none,free
poisonous,knobbed,red,fishy,free
poisonous,knobbed,brown,spicy,free
edible,convex,brown,none,attached
poisonous,convex,red,fishy,free
poisonous,convex,brown,foul,free
poisonous,flat,red,fishy,free
poisonous,flat,red,spicy,free
poisonous,convex,red,spicy,free
poisonous,knobbed,red,foul,free
edible,knobbed,brown,none,free
poisonous,flat,red,foul,free
poisonous,knobbed,brown,spicy,free
poisonous,flat,brown,fishy,free
poisonous,flat,red,foul,free
edible,knobbed,gray,none,free
poisonous,knobbed,brown,foul,free
edible,bell,white,none,free
poisonous,knobbed,red,fishy,free
edible,convex,gray,none,free
edible,knobbed,brown,none,attached
poisonous,knobbed,red,foul,free
poisonous,knobbed,brown,foul,free
edible,knobbed,gray,none,free
poisonous,convex,brown,fishy,free
poisonous,knobbed,brown,spicy,free
edible,convex,white,none,free
poisonous,knobbed,red,foul,free
poisonous,knobbed,red,foul,free
poisonous,knobbed,red,foul,free
poisonous,knobbed,red,spicy,free
poisonous,knobbed,brown,spicy,free
edible,knobbed,gray,none,free
poisonous,knobbed,brown,foul,free
poisonous,knobbed,red,foul,free
edible,convex,gray,none,free
edible,flat,brown,none,attached
edible,knobbed,gray,none,free
poisonous,convex,red,spicy,free
poisonous,knobbed,brown,foul,free
poisonous,knobbed,brown,spicy,free
edible,convex,gray,none,free
poisonous,knobbed,red,spicy,free
edible,flat,brown,none,attached
edible,knobbed,white,none,free
poisonous,flat,red,musty,free
edible,bell,gray,none,free
poisonous,flat,brown,fishy,free
edible,bell,brown,none,attached
edible,bell,gray,none,free
edible,knobbed,brown,none,attached
edible,bell,gray,none,free
poisonous,knobbed,brown,foul,free
poisonous,knobbed,brown,fishy,free
edible,flat,brown,none,attached
poisonous,knobbed,red,fishy,free
poisonous,flat,red,fishy,free
poisonous,knobbed,brown,fishy,free
poisonous,knobbed,brown,spicy,free
edible,bell,brown,none,attached
edible,knobbed,gray,none,free
edible,bell,brown,none,attached
poisonous,knobbed,brown,spicy,free
poisonous,knobbed,red,spicy,free
poisonous,knobbed,red,fishy,free
poisonous,knobbed,brown,fishy,free
edible,flat,brown,none,attached
poisonous,knobbed,red,fishy,free
edible,convex,brown,none,attached
poisonous,knobbed,brown,fishy,free
edible,knobbed,white,none,free
poisonous,knobbed,red,foul,free
poisonous,knobbed,brown,foul,free
edible,knobbed,gray,none,free
poisonous,flat,brown,fishy,free
edible,convex,gray,none,free
poisonous,knobbed,brown,foul,free
poisonous,flat,red,foul,free
edible,convex,white,none,free
poisonous,knobbed,brown,spicy,free
poisonous,flat,brown,musty,attached
edible,bell,gray,none,free
poisonous,knobbed,red,fishy,free
poisonous,convex,red,spicy,free
poisonous,knobbed,red,fishy,free
edible,knobbed,gray,none,free
edible,knobbed,white,none,free
poisonous,knobbed,red,spicy,free
edible,knobbed,gray,none,free
poisonous,knobbed,brown,foul,free
poisonous,knobbed,brown,fishy,free
edible,knobbed,white,none,free
poisonous,knobbed,red,fishy,free
edible,bell,white,none,free
poisonous,knobbed,brown,fishy,free
edible,convex,white,none,free
edible,bell,brown,none,attached
poisonous,knobbed,brown,spicy,free
poisonous,knobbed,red,foul,free
edible,convex,white,none,free
poisonous,convex,red,musty,attached
poisonous,knobbed,red,fishy,free
poisonous,knobbed,brown,foul,free
poisonous,knobbed,brown,fishy,free
poisonous,knobbed,red,foul,free
edible,knobbed,brown,none,attached
poisonous,knobbed,brown,foul,free
edible,flat,brown,none,free
edible,knobbed,gray,none,free
poisonous,flat,red,fishy,free
poisonous,knobbed,yellow,none,free
poisonous,knobbed,red,fishy,free
poisonous,knobbed,red,spicy,free
poisonous,knobbed,red,spicy,free
edible,bell,brown,none,attached
edible,convex,gray,none,free
edible,knobbed,gray,none,free
poisonous,flat,red,spicy,free
poisonous,knobbed,red,spicy,free
poisonous,knobbed,red,spicy,free
edible,bell,white,none,free
edible,flat,brown,none,attached
poisonous,knobbed,brown,fishy,free
poisonous,knobbed,red,foul,free
edible,convex,white,none,free
poisonous,knobbed,red,fishy,free
edible,convex,white,none,free
poisonous,knobbed,red,fishy,free
poisonous,knobbed,brown,spicy,free
edible,convex,gray,none,free
edible,convex,white,none,free
poisonous,knobbed,brown,foul,free
poisonous,knobbed,brown,foul,free
poisonous,knobbed,red,spicy,free
edible,bell,white,none,free
poisonous,flat,brown,foul,free
poisonous,knobbed,red,fishy,free
poisonous,knobbed,brown,foul,free
poisonous,convex,brown,musty,free
poisonous,knobbed,brown,foul,free
edible,flat,brown,none,attached
poisonous,convex,red,foul,free
edible,flat,brown,none,attached
edible,bell,white,none,free
edible,bell,gray,none,free
poisonous,knobbed,red,spicy,free
poisonous,knobbed,brown,fishy,free
poisonous,knobbed,red,foul,free
poisonous,knobbed,red,fishy,free
edible,bell,white,none,free
edible,knobbed,gray,none,free
poisonous,flat,red,musty,free
poisonous,knobbed,brown,foul,free
poisonous,knobbed,brown,foul,free
poisonous,flat,red,fishy,free
poisonous,convex,brown,spicy,free
poisonous,knobbed,brown,spicy,free
poisonous,knobbed,cinnamon,musty,free
poisonous,knobbed,brown,spicy,free
edible,knobbed,white,none,free
poisonous,flat,brown,fishy,free
edible,bell,gray,none,free
poisonous,flat,red,foul,free
poisonous,knobbed,red,fishy,free
edible,knobbed,gray,none,free
edible,convex,gray,none,free
poisonous,knobbed,red,fishy,free
edible,knobbed,brown,none,attached
edible,flat,pink,none,free
edible,bell,white,none,free
poisonous,flat,brown,spicy,free
poisonous,flat,red,foul,free
poisonous,knobbed,red,foul,free
edible,knobbed,gray,none,free
edible,convex,white,none,free
edible,convex,cinnamon,none,free
edible,knobbed,gray,none,free
poisonous,knobbed,red,fishy,free
poisonous,knobbed,red,fishy,free
poisonous,knobbed,brown,fishy,free
poisonous,convex,red,foul,free
edible,knobbed,brown,none,attached
poisonous,flat,yellow,none,free
poisonous,convex,cinnamon,musty,attached
poisonous,convex,brown,fishy,free
edible,convex,pink,none,free
poisonous,knobbed,brown,spicy,free
edible,knobbed,gray,none,free
edible,bell,gray,none,free
poisonous,knobbed,red,foul,free
edible,convex,brown,none,attached
edible,bell,brown,none,attached
edible,flat,brown,none,free
edible,knobbed,gray,none,free
poisonous,flat,brown,fishy,free
poisonous,knobbed,brown,foul,free
poisonous,flat,brown,spicy,free
poisonous,knobbed,red,fishy,free
poisonous,knobbed,brown,foul,free
poisonous,knobbed,red,fishy,free
edible,bell,white,none,free
poisonous,knobbed,brown,musty,free
poisonous,knobbed,red,fishy,free
edible,knobbed,brown,none,attached
poisonous,knobbed,red,foul,free
edible,bell,white,none,free
edible,convex,gray,none,free
poisonous,knobbed,brown,spicy,free
poisonous,knobbed,brown,fishy,free
poisonous,knobbed,brown,foul,free
poisonous,knobbed,red,foul,free
poisonous,knobbed,red,spicy,free
poisonous,knobbed,brown,fishy,free
edible,bell,gray,none,free
poisonous,knobbed,red,fishy,free
edible,bell,white,none,free
poisonous,conical,yellow,none,free
poisonous,convex,brown,spicy,free
poisonous,knobbed,red,fishy,free
edible,convex,gray,none,free
edible,bell,brown,none,attached
poisonous,knobbed,red,fishy,free
edible,bell,brown,none,attached
poisonous,knobbed,red,fishy,free
poisonous,knobbed,red,foul,free
poisonous,knobbed,red,fishy,free
edible,bell,gray,none,free
edible,knobbed,brown,none,attached
edible,bell,brown,none,attached
poisonous,convex,brown,foul,free
edible,convex,gray,none,free
edible,convex,gray,none,free
